,asin,reviewText,summary,ReviewTime,actor name,death date,title,categories
308671,0792840461,"Thomas Crown was a mega-millionaire Ivy League educated Boston Brahmin (Dartmouth undergrad, Harvard M.B.A.) in search of adventure and identity..At a time when America outwardly celebrated the protestations of the anti-hero: this was the late 60's when Viet Nam, Watergate, and the Cold War were in play..Thomas Crown's caper involved clipping the insurance companies, through a circuitous backchannel..By robbing a bank, hence knocking off the establishment..And Crown pre-planned the heist in geometric detail, executed like a Wallstreet raid, the crime without trace, including never meeting his accomplices face to face, nor they meeting each other..Therefore, he couldn't cough them up, nor they him, if the job derailed..Faye Dunaway (Vicki) was the Coco Chanel coutured super sleuth, brought in by the insurance company to bust the brainiac behind the elaborate caper for a fee of 10% of all monies recovered..Unfortunately, our nemesises found themselves to be more than mildly simpatico..Both unrepetant mercenaries, and beautifully chiseled people, in a word, heartless soulmates..Vicki plucks Crown from a cross-file of suspects who had worked at the bank, and knew the inside layout, and had made multiple overnighters to Switzerland..But Vicki id'ed Crown moreso from a photo: was aroused by his monochromatic blue eyes, his apparent charisma, thought he was the likely leo behind the heist..And the cat and mouse charade was game on..Vicki stalks Crown at polo matches, art house auctions, and makes conspicuous home movies of Crown..Crown spots her later at an auction and approaches her..On first introduction he asks, who are you and what is your racket?..She says insurance, I'm a headhunter..He says, just whose head are you after..She says, yours of course, you know, the bank caper! He says, do you always get your your man..She says, oh I hope so!..Inevitably, romance ensues..The plot thickens when Crown tells Vicki, following an intimate moment, he will rob the bank again, because he's gotta know if Vicki will fink him out again, given a second swipe..Norman Jewison, the film's director, found the story of the Thomas Crown Affair in a forgotten stack of manuscripts, and went to see the author..Found the writer to be a novice screenwriter, and a restless Ivy League attorney turned daydreamer, who lived in an apartment with a 180% view of a high payroll Boston bank..Norman Jewison was the ideal director to make this F. Truffaunt inspired film, and to mentor Steve McQueen through the process..McQueen was never better, though on first blush McQueen was the unlikeliest actor to play the part credibly, since at the time he didn't own a single suit..But McQueen was Thomas Crown, the ubiquitous Phi Beta Kappa key hanging dapperly from his three piece Oxford suits, a subtle yet obvious conceit..On the first date, Vicki asks Crown, ""Are you taking me home to meet Mother"", Crown replies sardonically, ""Wall to wall carpeting..something""..Vicki had illegally surveiled his townhouse by pretending to be a carpet measurement crew to Crown's butler, to gain access to Crown's Queen Anne brownstone, resplendent with priceless oriental rugs?..Vicki's obvious underestimation of Crown's sense of aesthetics..And sicced the IRS on Crown, had him thoroughly staked out, monitored around the clock..So Crown renews an old fling with a European model to remind Vicki who holds the high cards in their blood stakes game of cops and robbers..The surveilance photos of Crown with another woman drives Vicki to kinetic fits of jealousy..Even Vicki is shocked at her territorialism!..Paul Burke, a New Orleans born actor/detective tells her, ""Vicki girl you're being had,, you want to know where he went last night after he left you? that's the third time he's seen her this week, here see for yourself""..Crown knows Vicki better than she knows herself, and reckons Vicki will in the end betray him..Crown robs the same bank a second time, but confides in Vicki when and where the drop-off will be..And Vicki awaits Crown in a cemetery with her colleagues to nab him..Only to receive a telegram from Crown's driver in his Rolls-Royce..Sorry Vicki I left early, bring the money or you keep the Rolls-Royce..While Jewison cuts away to Crown on the Concorde, first class to Geneva..Though Crown wins the near-term war of wits, both he and Vicki lose the big prize..They both know, but never say, they will remain in character and sell-out any possibility of a life together, to achieve some other metric of glory..Though they shared some imported champagne and caviar trying!..Oh, and what to make of those overly dedicated career people?",Keys That Jingle In Your Pocket !,2005-07-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308672,0792840461,"Director Norman Jewison saw visuals in multi-shaped boxes at the 1964 Worlds Fair. Jewison was more of an experimentalist than a stylist, and would try anything once.He used what he saw in the Thomas Crown Affair in 1968. The storyline of the film is straightforward: a millionaire, Steve McQueen, robs for the hell of it and has an affair with a beautiful women, Faye Dunaway.Solid: but Jewison's innovation here pays tenfold. He makes the aforementioned boxes divide the screen. Different shapes, different subplots, different characters--all at once.This is visually stunning. If you can envision those big front window treatments so many split level houses built in the early 1960s had in their fronts--squares and rectangles of different dimensions--this film adopts the same modernist device.Without plot, this would be an indulgence. But Jewison never places style ahead of story here, and so both work beautifully--art and entertainment welded perfect at the hip.",Excellent,2010-09-02,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308673,0792840461,"More time capsule than time warp. &#34;The Thomas Crown Affair&#34; brought back my hometown of Boston frozen in amber in 1968: no skyscrapers, no Quincy Market, no tourists, no waterfront, no nada. We of course loved it that way, knowing no better. Likewise Faye Dunaway's wardrobe - pure &#34;Mad Men meets the Jet Age&#34; and complete with hats, lots of hats - is something you never saw in Boston then nor are very likely to see today. High-style we ain't, even now that we're rich and trendy. Same way with the beach house Steve McQueen was building on the dunes in Truro - I doubt they're still giving out building permits on fragile wetlands in a National Seashore, but hey, what the hell- it was a window into my past.Unfortunately, the pacing of the movie made me feel like it took from then until now to tell. The story - a crime caper overlaid with a romance between the mastermind and the insurance investigator - moves along with all the speed of an elderly tortoise on quaaludes. That and the really annoying multi-screen effects which no one but Hitchcock could do then and few can do as well now made the movie a non-starter, or rather, &#34;non-ender&#34; for me: it was so slow I couldn't watch the last twenty minutes. I have a life and things to do, and being bored to tears about a story I don't care about isn't one of them, no matter how nostalgic I might be about the days when Shreve's was on the corner of Arlington and Boylston or how you could pull up to the Ritz and park out front on what was then a two-way Newbury Street or have dinner at Joseph's, a restaurant which went out of business decades ago.McQueen isn't that believable as a rich businessman, Dunaway was gorgeous: just watching her (rotary) dial the phone was so erotic, and they did trouble themselves to hire minor players with Boston accents, but it was pretty thin compared to what it might have been, then or now.Two stars tops, and the second one's because I remember it all and it was nice to see Boston the way it used to be, but that's not much to hang a movie on - not one I want to watch 'til the end, anyway.",Time warp? Yes. Warp speed? Noooooooo...,2013-07-26,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308674,0792840461,"I'm watching the original 'Thomas Crown Affair' on Blu-ray (2010 MGM/Fox pressing) as I write this and it is, as the package specs indicate, 1.85:1 anamorphic widescreen-- no cropping evident.  The picture in most places is perceptibly sharper than the nicely remastered '05 MGM DVD (a fullscreen/widescreen flipper), although original grain elements are also enhanced, which can detract from the HD format's potential 'wow' factor, especially in soft-focus shots.  The disc is 50 GB dual-layer (AVC@40MBPS) and features the same commentary by director Norman Jewison that appears on previous DVD releases, as well as a theatrical trailer.  All things considered, I'd recommend this as a 30%-video/50%-audio upgrade from the '05 version.  4 stars for the film, 3 1/2 for presentation.",Solid Blu-ray release,2012-01-24,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308675,0792840461,This is Steve McQueen at his best!!! Rugged yet refined! Steve McQueen is the coolest actor superstar ever!!! Greatest Actor ever!!!,Great Movie!,2012-12-23,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308676,0792840461,Steve McQueen at his best.,Five Stars,2014-07-08,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308677,0792840461,".....this is a must to own. He made several great movies including The Great Escape, The Sand Pebbles, Baby the Rain Must Fall, Le mans ( my favorite) and more. Some said he competed with Paul Neuman back then. Maybe............ but Steve WAS the King of Cool for sure......",If you are a fan of Steve........,2013-12-28,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308678,0792840461,"Watch over 10 times since I got it last week.  Classy, sexy and seductive!  Wish there were more production from both Steve and Faye.",Awesome Classic,2014-04-01,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308679,0792840461,"Sometimes old movies become quite &#34;old fashion&#34;, this one is IMO a timeless classic: good scenario, wonderful actor/actress, perfect music, etc.  The perfect cocktail for a great movie!Also, I would say that, finally, no need to see naked people or more than suggestive sex scenes to show sensuality or even  eroticism, the chess scene is here the perfect example of it.So, it's always a pleasure to see a good movie with great actors!",Still a great movie!,2014-02-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308680,0792840461,"Equals meet in a game of love, deception. Interesting sport one of which is organized bank robbing along with polo and gliders. Never a dull moment in love, adventure and mystery. Script is exceptional and Directors choices go well with the musical score. Don't miss it.",Sassy and clever story!,2013-07-09,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308681,0792840461,Great old movie with alot of action !  Fun to have access to such old movies and see the actors once again !,great classic,2013-07-11,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308682,0792840461,"If you are a fan of Steve McQueen this original version of the 'Thomas Crown Affair' will not disappoint.  This is not an action movie of the McQueen style, but it is a simple straightforward drama set in the late 1960's.",Original Thomas Crown Affair,2013-08-15,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308683,0792840461,"I enjoyed the newer version more. But this was a pretty cool movie for it's time. I would watch it again, though.",Older isn't always better,2014-04-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308684,0792840461,"Even in 1968, audiences knew The Thomas Crown Affair was a film of style over substance. It had an interesting premise dreamt up by a Boston Lawyer who had never written a screenplay before-and there wasn't a lot of story or character development.  It's the films' style and gimmicks which endeared it to audiences. And the coolest of the cool stars,Steve (I move like a panther) McQueen, on the planet teamed up with the  fascinating mix of earthy sultriness and ice princess that is Faye Dunaway at her peak.So does this film hold up? Is it worth watching? The first half hour of the film - - the robbery is still an exciting, stylish, entertaining  sequence that few films will top in terms of hipness. It's here the multiple screen gimmick works best. It's here that Hal Ashby's editing and Walter Hill's second unit work is most impressive. It's the best part of the film and it works beautifully. (Yes that's future directors Hal Ashby and Walter Hill I just mentioned).Affair is directed by Norman Jewison (a former editor/turned director who had just directed In the Heat of the Night, and The Russians are Coming, The Russians are Coming). United Artists didn't put much pressure or time constraints on Jewison, and Jewison took this very weak screenplay with an interesting premise and worked with writer Alan R. Trustman to create a sandbox for him and legendary cinematographer Haskell Wexler to play in. They were young, they were anxious to break rules and try new things and they happened to wind up at Montreal Expo 67 and in the audience of a ground-breaking multi-screen extravaganza called Habitat. Habitat was created by film/maker and graphic designer Pablo Ferro. Jewison, Wexler and Ashby had found the gimmick they were looking for. It wasn't really until the film was in post production that they began putting together the multi-screen effects, and none of the film was story-boarded . A lot of improvisation was used for the film.The premise of the story (for the few who don't know) concerns a very wealthy corporate millionaire, Thomas Crown (Steve McQueen) who is so used to winning at every game he plays, he challenges himself by quietly setting up and master-minding a huge bank robbery. It's one of the things that amuses him, one of the few thrills he has in life, his way to rebel and protest against his own corporate greed.The police are baffled, Paul Burke as top cop Eddie Malone is willing to work with a very unique insurance investigator to break the case. The investigator turns out to be Vicki Anderson (played by Faye Dunaway). She earns ten percent of the money she recovers and she's willing to do just about anything and break all the rules to earn her money- which frustrates the by the book Eddie Malone.Now there's never much time taken with conventional things like dialogue. Most of the characters speak in short phrases and sentences. The music is loud, intrusive, and obvious. It's used throughout the film to drive the pacing of the scene or over-emphasize minor moments. Today it plays a bit more campy than it used to, but it's a lot of fun.Vicki Anderson quickly decides that Thomas Crown must be the master-mind behind the bank robbery. She doesn't really have any evidence, or really much of a reason to come to this conclusion, but she does. The film expects you to accept this. So the rest of the film is a cat and mouse game. Vicki and Thomas are attractive jet-setting type people and they are attracted to each other, flirt, make love, drink port, play chess (in an extremely low key erotic fashion), buy fresh produce, go for dune buggy rides, and sit in sauna's together.They both know however that they are adversaries.McQueen's acting is also very stylized. He pauses before making facial gestures. He laughs somewhat forced, and his every movement feels calculated. It works.Although the film becomes less logical as it progresses, its inventive style held my attention throughout. And perhaps because of how dated it's hip chicness is, it's even more fun now,then when it was first released.The re-make is actually a better film than this one. The screenplay is much better constructed, and the film is structured better as a conventional narrative. But the first 30 minutes of this film is not easily topped, and Steve McQueen was a one of a kind screen presence.If your in the mood for a style over substance film from the late 60's complete with the title Academy Award Winning song Windmills of your Mind, you won't be disappointed.Three and Half .... make it Four...Chris Jarmick...",A Stylishly Chic Affair to Remember,2000-12-21,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308685,0792840461,"This is an extremely fine film. Besides a ingenious story and terrific acting by McQueen (who plays a ""cool"" and very wealthy businessman perfectly) and Dunaway (who looks absolutely stunning and plays it ""smart"" in nearly every scene), this movie has some fascinating and utterly BRILLIANT editing like no other film I know of... and a HAUNTING and GORGEOUS music score created by Michel LeGrand.What about the NEW version?I have been a huge fan of the original Thomas Crown Affair since I first saw it while in the military in 1969..... and bought the 1999 ""re-make"" because I heard so many good things about it.  I must say that honestly there are good points in BOTH films. I never quite bought the fact that the original wealthy ""Crown"" got his ""kicks"" robbing a bank.... so stealing the ""Monet"" made much more sense to me. I also thought the story was a bit more interesting in the new version and I was more satisfied by the challenge Bronsnan's character found in Russo's bluntness.Overall, however this 1969 ""Crown"" is the version I prefer. It contains an absolutely beautiful music score by Michel LeGrand (which is superior to the loud, lackluster and frangmented score that Bill Conti created for the new version). The title track here is ""Windmills of Your Mind"" is an awesome song, but also amazing is ""Her Eyes, His Eyes"" created for the infamous chess playing sequence.  I also prefer the sensuous and sexy elegance of the fire between McQueen and Dunaway to the overtly sweaty lust that Brosnan and Russo desparately share together... this film is more subtile and suggests sexuality.. which seems more fascinating than just the plain nakedness in the new version.Although I do prefer this film to the remake, both versions are well made and interesting in their own right, and should be enjoyed for what they are and what makes them so entertaining.",The Original Crown!,2004-05-20,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308686,0792840461,"I won't recap the plot here, or it will spoil the surprises if you think this is anything like the 1999 Pierce Brosnan &quot;Thomas Crown Affair.&quot;  I will share this... you need to watch this movie, then Audrey Hepburn in &quot;How to Steal a Million,&quot; THEN watch the 1999 Thomas Crown Affair. See which is YOUR favorite.",Sauve and Chic,2001-12-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308687,0792840461,"Unfortunately, one must see the original to appreciate a great American Film, as so far NO remake has even come close! Thank you Steve and Faye.",The Thomas Crown Affair,2008-04-07,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308688,0792840461,This movie was good when it came out and it has only gotten better.  While the plot always seemed a bit of a stretch the remake with Pierce Brosnan and Rene Russo was even more so.  And the ending of the original is so much better in my view.  This 1968 gem is just short of a classic and has really stood the test of time.  I have a 2 part test for whether or not I want to buy the DVD of a movie versus just rent.  The first is that I want to watch the movie in its entirety more than once over time and second is that I want to cue up certain scenes from time to time.  This movie passes both tests.,"McQueen at his classiest, Dunaway looking very hot",2006-11-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308689,0792840461,"Once again, why did they ever even think of remaking this movie?  Steve McQueen is at his best in his portrayal of Thomas Crown, a wealthy genius who is a mastermind for constructing elaborate bank robberies.  I really enjoyed the music in this film, particularly the way it interacts with the director's (Jewison) use of split screens.  While it's a dated technique, it really helps move the plot along without unnecessary cutting.  Additionally, the anonymity of his accomplices and the way that several loose ends come together to form the perfect robbery is best captured by this technique, in my opinion.Beyond McQueen's powerful performance, Faye Dunaway blows Rene Russo's remake performance out of the water.  Dunaway is smart, sexy, and knows how to handle herself.  While it's a bit slow in some parts, this movie is a psychological piece that focuses primarily upon the ""cat and mouse"" interplay between McQueen and Dunaway.  This is a ""battle of wits"" movie-not a pure action flick, as the remake might have you believe.  The ending is also extremely well done.  Rather than end on a typical Hollywood note, the final scenes of this film will leave you perplexed and wanting more of this film.  With one of the longest screen kisses I've ever seen and the famous ""chess"" sequence, this film is a classic that definitely belongs in your video library.","""Cat and Mouse"" At Its Finest",2003-12-16,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308690,0792840461,"THE THOMAS CROWN AFFAIR is the best Steve McQueen movie I have seen so far. I must admit that I still have serious doubts about his acting abilities but his performance or shall we say his presence in this Norman  Jewison movie is one to be remembered.The 1968 label attached upon each  scene of the THOMAS CROWN AFFAIR is, the least one can say, manifest. Split  screens &quot;&agrave; la DePalma&quot;, a GRADUATE-like title song doomed to be a  worldly hit, light critics of the american system and a  pseudo-revolutionary cinematography are the trademark of this film.In  spite of this artificial envelope, the movie still delivers. The seduction  scene between Faye Dunaway and SmQ when playing chess is absolutely  riveting and the hold-ups worthy to be seen several times.Of course, one  has to forget some gaps in the screenplay, for instance I still don't  understand how Faye Dunaway has determined by deduction alone that the  gangsters didn't know each other.Anyway, I liked this movie.A dandy  DVD.",STEVE  McQUEEN'S  LAUGH,2000-06-07,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308691,0792840461,"This film very well could have been a case of style over substance.  But what style!  The cars are cool, the clothes are cool(particularly Faye Dunaway's mini-dresses), the interiors are cool.  Even the use of multi-screen images, which were fashionable in some circles in sixties but I find annoying, is used to good effect.  Understatement is the rule of thumb here and Norman Jewison directs this caper film effectively in that manner.  Steve McQueen never got the respect as an actor he deserved probably because he wasn't the most histrionic of actors.  Here he plays his emotions fairly tight to the vest which befits Thomas Crown.  McQueen is more than matched by Dunaway who plays an insurance investigator whose success in her field relies on her feminine wiles in tandom with her brains.  The sparks that eminate between McQueen and Dunaway are combustible and rare in a film.  The literal chess match between the two is more sensual than 100 films featuring couples making love.",Alluring Cat-and-Mouse Thriller,2005-12-24,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308692,0792840461,I wish I was Thomas Crown.  Rich bored and exciting.  As long as the world keeps turning he can keep ticking,Great,2012-12-23,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308693,0792840461,I have not seen this movie anywhere for re-runs so I decided that I had to purchase it in order to see it again -  one of my favorite Steve McQueen movies.,Steve McQueen DVD,2013-10-06,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308694,0792840461,"Having seen this movie in a theatre when it first came out, I had my doubts about a re-make. However, with an open mind I viewed the new edition. This convinced me that the original was impossible to duplicate  with Pierce Brosnan and Sharon Stone. Realizing I had to have the original  for my library. Thank you for making it available. The chemistry between  McQueen &amp; Dunaway cannot be matched by any other actors in this  fascinating  story line.",Steve McQueen at his best!,2000-01-11,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308695,0792840461,Do not even think of watching the remake!This is the real deal and you will go back to it many times.The chess scene!!!,The real one,2014-05-27,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308696,0792840461,"You often see many remakes, but the fail to meet the standards of the Original.  This is the Original and is highly recommended.",A CLASSIC,2013-12-19,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308697,0792840461,"Fun, Colorful, glamorous, cool ... a little dated yes.... but if those fashion/action/montages so popular in 60's and 70's films are out ... why did they invent MTV! This move is cool, period. Characters are chilly and calculating, but fun. Who wouldn't like to be that cunning. McQueen is the epitome of minimal, Dunaway (as always) is both gorgeous and amazing. One of the last real screen divas ... she can go from the most subtle of subtle to soooo over the top! A must have for film buffs.",Great 60's caper!,2002-06-24,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308698,0792840461,Thiis is really a review and comment on the new Amazon Fire which I immediately bought when first advertised. My header says it all.  This movie being one of my favorites (the reissue is not) I just had to have it on my new toy.  What a treat to just speak my wishes and get an immediate response.  What an incredible innovation from Amazon. I have this movie as. DVD as well but this method is so much quicker and convenient.  Thank you Amazon!,Fabulous!,2014-04-30,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308699,0792840461,"This was a gift for my husband of 62 years...he loves the music and thinks the interaction between the two stars is superb.  The remake leaves a great deal to be desired, in our opinions.",A beloved classic,2013-06-09,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308700,0792840461,"Sure, it's dated, but it's still great fun.  And there has never been a better chess game ... or a better kiss.  Best original score ever.  The remake with Pierce Brosnan & Renee Russo (worst casting ever) was horrible, made worse by changing the ending into a sappy happily-ever-after.",A classic,2014-02-13,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308701,0792840461,"Content: I've always loved this movie. In my opinion it's better than the Pierce Brosnan remake (which isn't bad).Video quality: I can't say much here, as I don't have many other old movies on Blu-Ray to compare this to. But the video quality was fine/good -- neither spectacular nor glaring.","Great movie, good quality",2014-02-16,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308702,0792840461,A classic!!!!!!  The second version does not come close. Pierce Brosnan attempting to take a role played by the King?  Are you kidding me?,King of COOL!,2013-07-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308703,0792840461,"This was OK but I expected more from Faye Dunaway and Steve McQueen. Enjoyed the newer version with Rene Russo and Pierce Brosnan much more. Still, worth watching just for a taste of the 60s!",Not as good as the newer one,2013-07-22,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
308704,0792840461,"Clever but slight, &#34;The Thomas Crown Affair&#34; is entertaining and stylish, which is all it was meant to be. The story begins with a carefully orchestrated bank robbery in downtown Boston. The ridiculously wealthy and monumentally bored Thomas Crown has planned it all to a T, and it comes off smoothly. It's hard to imagine anyone but Steve McQueen playing the role. &#34;Tommy&#34; is cool and remote, not given to displaying extremes of emotion either way. This is a big help when Vicki, the insurance investigator played by Faye Dunaway shows up. Her job is to recover the $2M stolen in the heist, and she fingers Tommy as having pulled off the bank job on little more a hunch.Vicki goes about chasing Tommy in plain sight. He doesn't mind getting caught, but isn't swept away by her charms until the justifiably famous chess scene. I wish Hollywood would return to making seduction scenes like this one. It is wordless for about 7 minutes. Tommy and Vicki keep their clothes on. Michel LeGrand's music is perfect throughout, but in this scene it does a lot of the talking for the characters.This is a quiet movie in many places; not what most people expect from a heist or caper movie. But that's really only one aspect of the story. The rest of it is games; mind games and the games rich people play. The split screens, which to many just scream &#34;1968&#34; actually move the story along, and they are so well constructed and presented that they aren't distracting. I will always stop and watch this movie whenever I see that it's on. The 1999 remake with Pierce Brosnan and Rene Russo was unnecessary and over the top. The remake is frenetic. In the original, director Norman Jewison understood that less was more.",The coolest of the heist movies,2013-07-10,Jack Weston,1996-05-03,The Thomas Crown Affair,"Movies & TV, Movies"
